Addrcity,Addrfull,Amenity,Building,Capacitype,Name,Operatorty,Osm Id,School Level,Source,Geometry
Telela Central,,school,,,Ogom Telela Primary School,,3991996106,Primary,www.ubos.org,Point
Temogo,,school,,,Apac Vocational Institute,,4027630585,Vocational,www.ubos.org,Point
Tendele,,school,,,Tendele Community School,,3991260463,Other,www.ubos.org,Point
Teo Lam,,school,,,Onek Jii Primary School,,4012381411,Primary,www.ubos.org,Point
Teobwolo-B,,school,,,Another Life Nursery And Primary School,,3964713752,Primary,www.ubos.org,Point
Teobwolo-B,,school,,,Djra Comprehensive Secondary School,,3964719064,Secondary,www.ubos.org,Point
Terego Camp,,school,,,Karongo Nursery School,,4035770126,Kindergarten,www.ubos.org,Point
Terere,,school,,,Terere Primary School,,4037276234,Primary,www.ubos.org,Point
Teyao,,school,,,Adurednge Primary School,,4012755141,Primary,www.ubos.org,Point
Thatha,,school,,,Thatha Primary School,,4011823292,Primary,www.ubos.org,Point
Thetho,,school,,,Aduk Primary School,,4011819839,Primary,www.ubos.org,Point
Theyau West,,school,,,Pangeth Primary School,,4010780746,Primary,www.ubos.org,Point
Thoban Road,,school,,,Alliance M Primary School,,4062383118,Primary,www.ubos.org,Point
Thoban Road,,school,,,Pride Secondary School,,4061385476,Secondary,www.ubos.org,Point
Thoban Road,,school,,,Saint Mary's Fairway Primary School,,4061385481,Primary,www.ubos.org,Point
Thoban Road,,school,,,Victoria International Business College,,4061385689,Other,www.ubos.org,Point
Tiira,,school,,,Busia Agro Business Training Association,,4032651035,Other,www.ubos.org,Point
Timba-sanga,,school,,,Saint Joseph Timba Primary School,,4070772765,Primary,www.ubos.org,Point
Tindamichu,,school,,,Tdms Teacher's Development Centre,,4011924399,Other,www.ubos.org,Point
Tirinyi I,,school,,,Bright Future Secondary School,,4073270470,Secondary,www.ubos.org,Point
Tirinyi III,,school,,,Tirinyi Primary School,,4073274635,Primary,www.ubos.org,Point
Tirinyi III,,school,,,Triple 'H' Primary School,,4073274636,Primary,www.ubos.org,Point
Toibong,,school,,,Toibong Primary School,,4016881650,Primary,www.ubos.org,Point
Toloro,,school,,,Tororo Primary School,,4011863948,Primary,www.ubos.org,Point
Tombwe,,school,,,Tombwe Primary School,,4037410450,Primary,www.ubos.org,Point
Tongolo I,,school,,,Tongolo Church of Uganda Primary School,,4069213344,Primary,www.ubos.org,Point
Tongolo II,,school,,,Kagombe Superior Primary School,,4069213336,Primary,www.ubos.org,Point
Tongolo II,,school,,,Orphans' School,,4069213342,Other,www.ubos.org,Point
Tontema,,school,,,Tontema Primary School,,4020756065,Primary,www.ubos.org,Point
Too Cell,,school,,,Teso Vocational School,,3991955149,Vocational,www.ubos.org,Point
Toro Kal,,school,,,Amuru High School,,4012030034,Secondary,www.ubos.org,Point
Toro Kal,,school,,,Amuru Technical School,,4012030035,Other,www.ubos.org,Point
Toro Kal,,school,,,Oloyootong Primary School,,4012030042,Primary,www.ubos.org,Point
Toro Kal,,school,,,Reckicere Primary School,,4012030047,Primary,www.ubos.org,Point
Toroi West,,school,,,Toroi Primary Centre,,3965152639,Primary,www.ubos.org,Point
Toroma Central,,school,,,Toroma Primary School,,4007364485,Primary,www.ubos.org,Point
Toroma Trading Centre,,school,,,Toroma High School,,4017114996,Secondary,www.ubos.org,Point
Toroma Trading Centre,,school,,,Toroma Primary School,,4017114997,Primary,www.ubos.org,Point
Tororo,,school,,,Massimiliano Ochwa Memorial Secondary School,,3990467009,Secondary,www.ubos.org,Point
Tororo,,school,,,Moruareng Primary School,,4009010523,Primary,www.ubos.org,Point
Torotoro,,school,,,Ndago Primary School,,4025315915,Primary,www.ubos.org,Point
Town Cell,,school,,,Kamwezi Junior Brain Trust Primary School,,4025423836,Primary,www.ubos.org,Point
Town Cell,,school,,,Kamwezi Tailoring School,,4025423840,Other,www.ubos.org,Point
Town Cell,,school,,,Rwentsinga Primary School,,4029415432,Primary,www.ubos.org,Point
Town Cell,,school,,,Twehangane Mixed Academy,,4029415443,Other,www.ubos.org,Point
Town Centre Lci,,school,,,Kasese Moslem Primary School,,3990902340,Primary,www.ubos.org,Point
Town Centre Lci,,school,,,Kasese Primary School,,4054324704,Primary,www.ubos.org,Point
Town Centre Lci,,school,,,Mother Care Primary School,,4054324712,Primary,www.ubos.org,Point
Town Yard,,school,,,Buddu Islamic Secondary School,,4035696748,Secondary,www.ubos.org,Point
Town Yard,,school,,,Konoweka Primary School,,4035698117,Primary,www.ubos.org,Point
Township,,school,,,Rippon's Academy,,4021468604,Other,www.ubos.org,Point
Trading Centre,,school,,,Township Primary School,,4010792871,Primary,www.ubos.org,Point
Triangle,,school,,,Adult Education Offices,,4064255120,Other,www.ubos.org,Point
Triangle,,school,,,Njeru Model Primary School,,4064255138,Primary,www.ubos.org,Point
Triangle,,school,,,Triangle Vision Primary School,,4064255147,Primary,www.ubos.org,Point
Ttaba-bwanika,,school,,,Saint Balikuddembe Primary School,,4030450600,Primary,www.ubos.org,Point
Ttagga,,school,,,Kasaana Muslim Primary School,,3998796472,Primary,www.ubos.org,Point
Ttamu A,,school,,,Bishop Wilson Mutesi Primary School,,4061341800,Primary,www.ubos.org,Point
Ttamu A,,school,,,Ttamu Islamic Primary School,,4061341833,Primary,www.ubos.org,Point
Ttamu B,,school,,,Hillside College School,,4061341807,Other,www.ubos.org,Point
Ttamu C,,school,,,Stambrose Primary School,,4061341824,Primary,www.ubos.org,Point
Ttanda,,school,,,Ttanda Primary School,,4061341835,Primary,www.ubos.org,Point
Ttowa B,,school,,,Ttowa Primary School,,4033951110,Primary,www.ubos.org,Point
Ttuba,,school,,,Ttuba Primary School,,4030253507,Primary,www.ubos.org,Point
Ttumbu,,school,,,Ttumbu Primary School,,4037371777,Primary,www.ubos.org,Point
Tugezeku,,school,,,Butegere Primary School,,4009735374,Primary,www.ubos.org,Point
Tugu,,school,,,Paibona Primary School,,3998791990,Primary,www.ubos.org,Point
Tukulu,,school,,,Tukulu Umea Primary School,,4013902486,Primary,www.ubos.org,Point
Tukum,,school,,,Tukum Primary School,,4013681219,Primary,www.ubos.org,Point
Tulelo North,,school,,,Lois Primary School,,3999206674,Primary,www.ubos.org,Point
Tulwo,,school,,,Kabyoyon Primary School,,3983117761,Primary,www.ubos.org,Point
Tumba,,school,,,New Life Bridge Nursery Primary School,,4028095435,Primary,www.ubos.org,Point
Tunwatsi Centre,,school,,,Nametsi Primary School,,3995884524,Primary,www.ubos.org,Point
Tunwatsi Centre,,school,,,Tunwatsi Primary School,,3995885269,Primary,www.ubos.org,Point
Tunyi,,school,,,Tunyi Senior Secondary School,,4035724524,Secondary,www.ubos.org,Point
Turdakatuba,,school,,,Opwegi Primary School,,4012030044,Primary,www.ubos.org,Point
Tweyambe,,school,,,Nabirama Primary School,,4009738831,Primary,www.ubos.org,Point
Twon Okun,,school,,,Akara Primary School,,4006924213,Primary,www.ubos.org,Point
Tyend Mandir,,school,,,Tyendmandir Primary School,,4010780751,Primary,www.ubos.org,Point
U C C Aduku,,school,,,Uganda College of Commerce Aduku,,4012759920,Other,www.ubos.org,Point
Ubbi North,,school,,,Ubbi Primary School,,4011877449,Primary,www.ubos.org,Point
Uganda Technical College,,school,,,Elia Olet Primary School,,3964719065,Primary,www.ubos.org,Point
Ukuni East,,school,,,Yenga Primary School,,3991527990,Primary,www.ubos.org,Point
Ukuni West,,school,,,Chinyi Primary School,,4011841935,Primary,www.ubos.org,Point
Ukuni West,,school,,,Itula Secondary School,,4011841937,Secondary,www.ubos.org,Point
Um Um,,school,,,Kotido Secondary School,,3967309203,Secondary,www.ubos.org,Point
Umoja,,school,,,African Ark Infant Primary School,,4054324692,Primary,www.ubos.org,Point
Umoja,,school,,,Nyakasanga Infant Nursery and Primary School,,4054324717,Primary,www.ubos.org,Point
Umoja,,school,,,Saint Peter's Primary School,,4054324725,Primary,www.ubos.org,Point
Umoja,,school,,,Uganda Martyr's Nyakasanga Primary School,,4054324727,Primary,www.ubos.org,Point
Umvuzoku,,school,,,Dradranga Primary School,,4011769433,Primary,www.ubos.org,Point
Unna Central,,school,,,Unna Primary School,,3991527987,Primary,www.ubos.org,Point
Unyama B,,school,,,Ocer Campion Primary School,,3982338431,Primary,www.ubos.org,Point
Unyama B,,school,,,Ocer Campion Senior Secondary School,,3982338432,Secondary,www.ubos.org,Point
Unyama B,,school,,,Pakwelo Primary School,,3990876836,Primary,www.ubos.org,Point
Upland,,school,,,Modern Vocational School,,4096357116,Vocational,www.ubos.org,Point
Upland,,school,,,Mpumudde Vocational Rehabilitation Centre,,4066446025,Vocational,www.ubos.org,Point
Upper,,school,,,Mbarara Comfort School,,4042787576,Other,www.ubos.org,Point
Upper Centre,,school,,,Apac Modern Primary School,,4027630579,Primary,www.ubos.org,Point
Upper Kadebede,,school,,,Namagembe Vocational Secondary School,,4035735379,Secondary,www.ubos.org,Point
Upper Kauga,,school,,,Progressive Secondary School,,4059413957,Secondary,www.ubos.org,Point
Upper Kauga,,school,,,Shama Nursery Boarding and Day Care,,4059413975,Kindergarten,www.ubos.org,Point
Upper Nabuti,,school,,,Vincent Alex Primary School,,4057359576,Primary,www.ubos.org,Point
Urungu,,school,,,Urungu Primary School,,3991260464,Primary,www.ubos.org,Point
Usake,,school,,,Narube Primary School,,3999206683,Primary,www.ubos.org,Point
Usuk Trading Centre East,,school,,,Usuk Senior Secondary School,,4016881653,Secondary,www.ubos.org,Point
Usuk Trading Centre West,,school,,,Usuk Girls Primary School,,4016881652,Primary,www.ubos.org,Point
Utc,,school,,,Uganda Technical College Bushenyi,,4035940320,Other,www.ubos.org,Point
Valley Hill,,school,,,Valley Hill Primary School,,4032196477,Primary,www.ubos.org,Point
Valley Hill,,school,,,Valley Hill Secondary School,,4032196478,Secondary,www.ubos.org,Point
Vanguard,,school,,,God's Glory Nursery and Primary School,,4020435654,Primary,www.ubos.org,Point
Vatican,,school,,,Mabonwa Catholic Primary School,,4029610393,Primary,www.ubos.org,Point
Vatican,,school,,,Mabonwa Church of Uganda Primary School,,4029610394,Primary,www.ubos.org,Point
Vatican,,school,,,Mabonwa Technical School,,4029610396,Other,www.ubos.org,Point
Vietnam,,school,,,Bishop Ochola II Primary School,,3999032760,Primary,www.ubos.org,Point
Vietnam,,school,,,Opolecan Primary School,,4009781655,Primary,www.ubos.org,Point
Villa - Maria,,school,,,Bishop Stensera Training Centre School,,3998795619,Other,www.ubos.org,Point
Villa - Maria,,school,,,Immaculate Girls Primary School,,3998795652,Primary,www.ubos.org,Point
Villa - Maria,,school,,,Nursing Training School,,3998796546,Other,www.ubos.org,Point
Villa - Maria,,school,,,Saint Aloysious Secondary School,,3998796553,Secondary,www.ubos.org,Point
Villa - Maria,,school,,,Saint Annet Vocational Training School,,3998796554,Vocational,www.ubos.org,Point
Villa - Maria,,school,,,Saint Cecilia Girls Primary School,,3998796861,Primary,www.ubos.org,Point
Villa - Maria,,school,,,Saint Francis Boys Primary School,,3998796864,Primary,www.ubos.org,Point
Villa - Maria,,school,,,Saint Mark IiI School Of Deaf,,3998796870,Other,www.ubos.org,Point
Villa - Maria,,school,,,Saint Ponsiano Technical School,,3998796876,Other,www.ubos.org,Point
Villa - Maria,,school,,,Saint Theresa Bwanda Girls Day & Boarding Primary School,,3998796889,Primary,www.ubos.org,Point
Villa - Maria,,school,,,Saint Theresa Secondary School Bwanda,,3998796890,Secondary,www.ubos.org,Point
Villa - Maria,,school,,,Villa Maria Covent Bwanda,,3998796896,Other,www.ubos.org,Point
Village Inn,,school,,,Apac High School,,4027630578,Secondary,www.ubos.org,Point
Virika,,school,,,Bishop Magambo Counseling Training Institute,,4032726393,Other,www.ubos.org,Point
Virika,,school,,,Saint John Mary Vianney's Comprehensive School,,4032726419,Other,www.ubos.org,Point
Virika,,school,,,Saint Maria Goretti Primary School,,4032726421,Primary,www.ubos.org,Point
Virika,,school,,,Saint Mary's Seminary,,4032726422,Other,www.ubos.org,Point
Virika,,school,,,Saint Peter and Paul Primary School,,4032726426,Primary,www.ubos.org,Point
Vuluga,,school,,,Kasansaya Umea Primary School,,4013902440,Primary,www.ubos.org,Point
Vuura,,school,,,Tutor Co-ordinating Centre,,4010672707,Other,www.ubos.org,Point
Vvunamba,,school,,,Life of Light Primary School,,4061328646,Primary,www.ubos.org,Point
Vvunza,,school,,,Vunza Primary School,,4038399529,Primary,www.ubos.org,Point
Vvunza,,school,,,Vvunza Primary School,,4038399530,Primary,www.ubos.org,Point
W,,school,,,Ayara Primary School,,4010811035,Primary,www.ubos.org,Point
W,,school,,,Pakwach Public Primary School,,4010811042,Primary,www.ubos.org,Point
Wabbale,,school,,,Wabbale Primary School,,4016266962,Primary,www.ubos.org,Point
Wabigalo,,school,,,Brilliant Vision Primary School,,4061385443,Primary,www.ubos.org,Point
Wabigalo,,school,,,Saint Francis Wabigalo,,4062383146,Other,www.ubos.org,Point
Wabigalo,,school,,,Saint Martin Percoto Vocational School,,4062383151,Vocational,www.ubos.org,Point
Wabigalo,,school,,,Saint Martin Primary School,,4062383152,Primary,www.ubos.org,Point
Wabigalo,,school,,,Saint Mary Primary School,,4062383153,Primary,www.ubos.org,Point
Wabigalo,,school,,,Saint Noah Secondary School,,4062383159,Secondary,www.ubos.org,Point
Wabigalo,,school,,,Stanne Primary School,,4062383143,Primary,www.ubos.org,Point
Wabigalo,,school,,,Wabigalo Roman Catholic School,,4016266963,Other,www.ubos.org,Point
Wabikokoma,,school,,,Happy Hours Nursery School,,4029231603,Kindergarten,www.ubos.org,Point
Wabinyira,,school,,,Bright Hill Primary School,,3969575284,Primary,www.ubos.org,Point
Wabinyira,,school,,,Technical School,,4013871377,Other,www.ubos.org,Point
Wabinyonyi,,school,,,Kirojo Secondary School,,4016266941,Secondary,www.ubos.org,Point
Wabinyonyi,,school,,,Nakasongola,,4016266946,Other,www.ubos.org,Point
Wabinyonyi,,school,,,Nakasongola Secondary School,,4016266947,Secondary,www.ubos.org,Point
Wabinyonyi,,school,,,Seventh Day Adventist Primary School,,4016266957,Primary,www.ubos.org,Point
Wabirongo,,school,,,Wabirongo Primary School,,4073083592,Primary,www.ubos.org,Point
Wabirumba,,school,,,Wabirumba Secondary School,,4025453691,Secondary,www.ubos.org,Point
Wabitaama,,school,,,Nkooko Model Primary School,,4025662560,Primary,www.ubos.org,Point
Wabitungulu,,school,,,Perfect Grace International School,,4072416231,Other,www.ubos.org,Point
Wabitungulu,,school,,,Wabitungulu Early Childhood Development Home Based Centre,,4072416292,Other,www.ubos.org,Point
Wabiyinja,,school,,,Wabiyinja Primary School,,4064171500,Primary,www.ubos.org,Point
Wabiyinja A,,school,,,Nakaseeta Primary School,,3969575346,Primary,www.ubos.org,Point
Wabukhasa,,school,,,Bukhumwa Primary School,,3978261350,Primary,www.ubos.org,Point
Wabulungu A,,school,,,Standrew's Senior Secondary Wabulungu,,4068252828,Secondary,www.ubos.org,Point
Wabulungu B,,school,,,Magamaga Seventh-day Adventist Primary School,,4068252818,Primary,www.ubos.org,Point
Wabusaana,,school,,,Wabusaana,,4030883663,Other,www.ubos.org,Point
Wabusana,,school,,,Ntake Junior School,,4027328838,Secondary,www.ubos.org,Point
Wabusanke,,school,,,Wabusanke Primary School,,4034401687,Primary,www.ubos.org,Point
Wabusimba,,school,,,Apex Primary School,,4078111504,Primary,www.ubos.org,Point
Wagala,,school,,,Saint Kizito Wagala Primary School,,4034401670,Primary,www.ubos.org,Point
Waibale,,school,,,Waibale Primary School,,4029554843,Primary,www.ubos.org,Point
Waibuga A,,school,,,Waibuga Islamic Primary School,,4035770180,Primary,www.ubos.org,Point
Waiga,,school,,,Waiga Primary School,,4016304540,Primary,www.ubos.org,Point
Waigodo,,school,,,Nkurumah Waigolo Primary School,,4033817947,Primary,www.ubos.org,Point
Waigugwe Zone,,school,,,Budhabangula Primary School,,4032510061,Primary,www.ubos.org,Point
Wainha A,,school,,,Vocational School,,4077384596,Vocational,www.ubos.org,Point
Wainha A,,school,,,Waitambogwe Primary School,,4077384597,Primary,www.ubos.org,Point
Wainha B,,school,,,Corner Stone High School,,4077383539,Secondary,www.ubos.org,Point
Wairagala,,school,,,Wairagala Primary School ol,,4080650457,Primary,www.ubos.org,Point
Wairaka A,,school,,,Wairaka High School,,4069198249,Secondary,www.ubos.org,Point
Wairaka Central,,school,,,Wairaka Modern Secondary School,,4069198250,Secondary,www.ubos.org,Point
Wairama,,school,,,Wairama Primary School,,4076604097,Primary,www.ubos.org,Point
Waitambogwe,,school,,,Waitambogwe Secondary School,,4031527708,Secondary,www.ubos.org,Point
Waitambogwe 'a',,school,,,Primary School,,4077383573,Primary,www.ubos.org,Point
Wajinja Senda,,school,,,Kasozi Umea Primary School,,4032724122,Primary,www.ubos.org,Point
Wajjala,,school,,,Brain Trust Academy Primary School,,4016266935,Primary,www.ubos.org,Point
Wajjala,,school,,,God Is Our Shepherd Primary School,,4016266936,Primary,www.ubos.org,Point
Wajjala,,school,,,Wajjala,,4016266965,Other,www.ubos.org,Point
Wakakooli,,school,,,Wakakooli Primary School,,4012798439,Primary,www.ubos.org,Point
Wakalende,,school,,,Kyebando Primary School,,4031527335,Primary,www.ubos.org,Point
Wakalende,,school,,,Shalom Junior Primary School,,4031527697,Primary,www.ubos.org,Point
Wakibombo,,school,,,Saint Joseph Vocational High School,,4016266955,Secondary,www.ubos.org,Point
Wakibombo,,school,,,Stanthony Roman Catholic Primary School,,4016266954,Primary,www.ubos.org,Point
Wakikoola A,,school,,,Saint James Primary School,,4064171494,Primary,www.ubos.org,Point
Wakisanyi,,school,,,Myeba Nursery School,,4028674101,Kindergarten,www.ubos.org,Point
Wakisi Central,,school,,,Mirembe Primary School,,4064171491,Primary,www.ubos.org,Point
Wakisi Central,,school,,,Wakisi Baptist Primary School,,4064171501,Primary,www.ubos.org,Point
Wakisi Central,,school,,,Wakisi Islam Primary School,,4064171502,Primary,www.ubos.org,Point
Wakyato,,school,,,Saint Donosio Lukumbi Primary School,,3969510532,Primary,www.ubos.org,Point
Wakyato,,school,,,Wakyato Secondary School,,3969510536,Secondary,www.ubos.org,Point
Walanga,,school,,,Mayenze Church of Uganda Primary School,,3978264278,Primary,www.ubos.org,Point
Walanga,,school,,,Namalera Catholic Church,,4076603887,Other,www.ubos.org,Point
Walanga,,school,,,Walanga Primary School,,4076604098,Primary,www.ubos.org,Point
Walibo,,school,,,Walibo Church of Uganda Primary School,,4035770183,Primary,www.ubos.org,Point
Walubira,,school,,,Saint Kizito Primary School,,4071451981,Primary,www.ubos.org,Point
Waluga,,school,,,Ebenezer Church School,,4055611957,Other,www.ubos.org,Point
Walugaba,,school,,,Nuwampiti Primary School,,4035770156,Primary,www.ubos.org,Point
Walugogo Estate,,school,,,Saint Joseph Primary School,,4077383579,Primary,www.ubos.org,Point
Walugoma,,school,,,Walugoma Primary School,,3998033323,Primary,www.ubos.org,Point
Walukoko,,school,,,Walukoko Primary School,,4029554845,Primary,www.ubos.org,Point
Walukuba,,school,,,Walukuba Primary School,,4077384600,Primary,www.ubos.org,Point
Walukunyu,,school,,,Walukunyu,,4080584885,Other,www.ubos.org,Point
Walumbe,,school,,,Wairaka Primary School,,4069198251,Primary,www.ubos.org,Point
Wambalo,,school,,,Nabooti Primary School,,3998838071,Primary,www.ubos.org,Point
Wambaye,,school,,,Galilaya Primary School,,4030753412,Primary,www.ubos.org,Point
Wambete B,,school,,,Wambete Primary School,,4031527710,Primary,www.ubos.org,Point
Wampala,,school,,,Brian's Nursery and Primary School,,4066659071,Primary,www.ubos.org,Point
Wampiteko,,school,,,Kanabugo Primary School,,4027533932,Primary,www.ubos.org,Point
Wamulongo,,school,,,Wamulongo Primary School,,4031527712,Primary,www.ubos.org,Point
Wananda,,school,,,Hope Primary School,,4066412555,Primary,www.ubos.org,Point
Wandago,,school,,,Wandago Parents Primary School,,4071615579,Primary,www.ubos.org,Point
Wandago,,school,,,Wandago Primary School,,4071615580,Primary,www.ubos.org,Point
Wanduku Central,,school,,,Wanduku Primary School,,4009411460,Primary,www.ubos.org,Point
Wangale,,school,,,Wanghale Primary School,,3978264330,Primary,www.ubos.org,Point
Wangeyo A,,school,,,Staugustine Primary School,,4023722881,Primary,www.ubos.org,Point
Wangeyo B,,school,,,Mungurwa Faithful Primary School,,4023722864,Primary,www.ubos.org,Point
Wangeyo-central,,school,,,Wanjeyo Seventh-day Adventist Primary School,,4023722893,Primary,www.ubos.org,Point
Wangley A,,school,,,Marty's College Secondary School,,4011843238,Secondary,www.ubos.org,Point
Wangley A,,school,,,Pacer Vocational School,,4011843244,Vocational,www.ubos.org,Point
Wanglobo,,school,,,Jaka Early Childhood Development Centre,,4012634009,Other,www.ubos.org,Point
Wanglobo,,school,,,Saint Paul Labongologo Primary School,,3982338436,Primary,www.ubos.org,Point
Wanglobo Central,,school,,,Wanglobo Primary School,,3982187473,Primary,www.ubos.org,Point
Wangoiro,,school,,,Kabyuma Primary School,,4021970448,Primary,www.ubos.org,Point
Wangoma,,school,,,Wangoma Primary School,,4080584886,Primary,www.ubos.org,Point
Wangoma,,school,,,Wangoma Primary School,,3969576273,Primary,www.ubos.org,Point
Wanjeyo-kirombo Lci,,school,,,Infant Primary School,,4032724116,Primary,www.ubos.org,Point
Wankado East,,school,,,Wankado Cop Centre Primary School,,3996324574,Primary,www.ubos.org,Point
Wankerenge,,school,,,Wampiti,,4015562463,Other,www.ubos.org,Point
Wankoba,,school,,,Seeta College School,,4035765457,Other,www.ubos.org,Point
Wansalangi,,school,,,Wansalangi Primary School,,3969510537,Primary,www.ubos.org,Point
Wansimba A,,school,,,Wansimba Primary School,,3995996404,Primary,www.ubos.org,Point
Wansolo,,school,,,Wansolo Primary School,,4020702462,Primary,www.ubos.org,Point
Wantabya,,school,,,Wantabya Kizongo,,4015562464,Other,www.ubos.org,Point
Wante,,school,,,Wante New Age Primary School,,4079287969,Primary,www.ubos.org,Point
Wanteete,,school,,,New York Nursery School,,4035783847,Kindergarten,www.ubos.org,Point
Wantumbi,,school,,,Wantumbi Primary School,,4066412576,Primary,www.ubos.org,Point
Wantunda,,school,,,Wantunda Muslim Primary School,,4035770184,Primary,www.ubos.org,Point
Wanyange Central,,school,,,Beam of Hope Vocational School,,4069196882,Vocational,www.ubos.org,Point
Wanyange Central,,school,,,Jinja Preparatory Primary School,,4069198206,Primary,www.ubos.org,Point
Wanzogi,,school,,,Wanzogi Church of Uganda Primary School,,4015562465,Primary,www.ubos.org,Point
Wao Central,,school,,,Gwengpamon Primary School,,4006983212,Primary,www.ubos.org,Point
Warr Aluka,,school,,,Aluka Secondary School,,3999164361,Secondary,www.ubos.org,Point
Warr Aluka,,school,,,Ukemu Primary School,,3999164398,Primary,www.ubos.org,Point
Warr Trading Centre,,school,,,Warr Muslim Primary School,,3999164399,Primary,www.ubos.org,Point
Wasibya,,school,,,Bungati Primary School,,3995884148,Primary,www.ubos.org,Point
Waswa,,school,,,Integrated Secondary School,,4040343894,Secondary,www.ubos.org,Point
Water Supply,,school,,,King's Way Primary School,,4009738814,Primary,www.ubos.org,Point
Water Supply,,school,,,Saint James International Junior School,,4009738862,Secondary,www.ubos.org,Point
Wattuba,,school,,,Wattuba Catholic Primary School,,3969576274,Primary,www.ubos.org,Point
Weihembe,,school,,,Weihembe Primary School,,4023607770,Primary,www.ubos.org,Point
Wekomire,,school,,,Saint Francis Technical School,,4028045292,Other,www.ubos.org,Point
Western Cell,,school,,,Excel Secondary School,,4081943293,Secondary,www.ubos.org,Point
Western Cell,,school,,,Good Hope Primary School,,4081943298,Primary,www.ubos.org,Point
Western Cell,,school,,,Kitara Parents Primary School,,4081943315,Primary,www.ubos.org,Point
Western Cell,,school,,,Light Secondary School,,4081943316,Secondary,www.ubos.org,Point
Western Cell,,school,,,Noble Vision Primary School,,4081943325,Primary,www.ubos.org,Point
Western Division,,school,,,Busia Secondary School,,3999641817,Secondary,www.ubos.org,Point
Western Zone,,school,,,Saint Mary's Bright Academy Nursery and Primary School,,4040343969,Primary,www.ubos.org,Point
Western Zone,,school,,,Saint Steven's Primary School,,4040343976,Primary,www.ubos.org,Point
Wiakado,,school,,,Waikato Primary School,,4009803408,Primary,www.ubos.org,Point
Wicere,,school,,,Te- Okutu Primary School,,4012732108,Primary,www.ubos.org,Point
Widwol Central,,school,,,Widwol Primary School,,4010787822,Primary,www.ubos.org,Point
Wigweng,,school,,,Brother Conrad Vocational School,,3964719061,Vocational,www.ubos.org,Point
Wigweng,,school,,,Urban Child Development Centre,,3964719161,Other,www.ubos.org,Point
Wigweng North,,school,,,Kolokoko Primary School,,3999032763,Primary,www.ubos.org,Point
Wigweng North,,school,,,Padibe Secondary School,,3999032778,Secondary,www.ubos.org,Point
Wii Aworanga,,school,,,Wii Aworanga Primary School,,4020444768,Primary,www.ubos.org,Point
Wii Layibi,,school,,,Bright Valley School,,4020435633,Other,www.ubos.org,Point
Wii Layibi,,school,,,Christian Education Centre,,4020435642,Other,www.ubos.org,Point
Wii Layibi,,school,,,Layibi Tech Primary School,,4020444705,Primary,www.ubos.org,Point
Wii-got,,school,,,Lokung Ngomlac Primary School,,3999066568,Primary,www.ubos.org,Point
Wiodyek,,school,,,Glory Technical and Vocational School,,4013727656,Vocational,www.ubos.org,Point
Wiodyek,,school,,,Wiodyek Primary School,,4013727663,Primary,www.ubos.org,Point
Wipip,,school,,,Acokara Primary School,,3982184653,Primary,www.ubos.org,Point
Wipip,,school,,,Wipip Primary School,,4027558954,Primary,www.ubos.org,Point
Wokukiri,,school,,,Wokukiri Primary School,,4034972510,Primary,www.ubos.org,Point
Wol-central,,school,,,Ogol Central Primary School,,4007364478,Primary,www.ubos.org,Point
Woo-balokuc,,school,,,Woobalokuc Nusery and Primary School,,4027558920,Primary,www.ubos.org,Point
Worogbo West,,school,,,Olivu Primary School,,4011955928,Primary,www.ubos.org,Point
Wunga,,school,,,New Hope Nursery School,,4027403704,Kindergarten,www.ubos.org,Point
Yabiavoko,,school,,,Ombaci Satellite Nursery Primary,,4010201318,Primary,www.ubos.org,Point
Yakinemiji,,school,,,Fr Serri Memorial Secondary School,,4009299365,Secondary,www.ubos.org,Point
Yakinemiji,,school,,,Oongi Primary School,,4009299371,Primary,www.ubos.org,Point
Yala,,school,,,Buyengo Community High School,,4032651047,Secondary,www.ubos.org,Point
Yala,,school,,,Buyengo Primary School,,4032651048,Primary,www.ubos.org,Point
Yamu Centre,,school,,,Atyak Nursery School,,3999164365,Kindergarten,www.ubos.org,Point
Yapi,,school,,,Orawa Primary School,,4021468601,Primary,www.ubos.org,Point
Yepa B,,school,,,Yepa Primary School,,4006924228,Primary,www.ubos.org,Point
Yiba,,school,,,Immaculate Heart College,,3999202728,Other,www.ubos.org,Point
Yiba,,school,,,Odokibo Woman Tailoring School,,3999203959,Other,www.ubos.org,Point
Yivu Pri Sch Ipio,,school,,,Yivu Primary School,,4011955951,Primary,www.ubos.org,Point
Yivu West,,school,,,Tilevu Primary School,,4011974189,Primary,www.ubos.org,Point
Yugu,,school,,,,,4010829733,Other,www.ubos.org,Point
Yugu,,school,,,Paley Yugu,,4010829732,Other,www.ubos.org,Point
Yuuka,,school,,,Joyford Junior School,,4036003530,Secondary,www.ubos.org,Point
Zabef,,school,,,Iqra Secondary School,,4068203411,Secondary,www.ubos.org,Point
Zale Centre,,school,,,Zale Primary School,,3999164401,Primary,www.ubos.org,Point
Zamba,,school,,,,,3999015681,Other,www.ubos.org,Point
Zambia Cell,,school,,,Mvara Junior School,,4021707425,Secondary,www.ubos.org,Point
Zebra,,school,,,Busolwe Bright Light College,,4034616831,Other,www.ubos.org,Point
Zengebe,,school,,,Corner Stone Educatio,,4010090622,Other,www.ubos.org,Point
Zengebe,,school,,,Moslem Primary School,,4010090627,Primary,www.ubos.org,Point
