Addrcity,Addrfull,Amenity,Building,Capacitype,Name,Operatorty,Osm Id,School Level,Source,Geometry
NTC,,school,,,Kabale National Teachers College,,293906765,Other,www.ubos.org,Point
Nalufenya A,,school,,,Jinja Modern Secondary School,private,293999741,Secondary,www.ubos.org,Point
,,school,,,Rubaga Girls Secondary School,,294016125,Secondary,,Point
,,school,,,Queen of Peace Primary School,,294016128,Primary,,Point
,,school,,,Busega Primary School,,294017594,Primary,,Point
,,kindergarten,,,Kampala Nursery Day Care,,294023865,Kindergarten,,Point
,,kindergarten,,,Jengo Pre-school Day Care,,294027076,Kindergarten,,Point
,,school,,,Sir Apollo Kaggwa School,,294027202,Other,,Point
Nakhamosi,,school,,,Nalwanza Secondary School,private,542570650,Secondary,www.ubos.org,Point
Bududa Township,,school,,,Bududa Secondary School,public,542570658,Secondary,www.ubos.org,Point
,,school,,,Trinity Integrated Academy,,542570660,Other,,Point
North Road Cell,,school,,,North Road Primary School,,560542959,Primary,www.ubos.org,Point
,,school,,,Mbale Senior Secondary School,,560542962,Secondary,www.ubos.org,Point
,,college,,,"Institute of Management, Science and Technology",,560551841,Other,,Point
Mbale,,school,,,Datwins Daycare And Nursery School,,560551844,Kindergarten,,Point
,,school,,,Bugema High School,,560557034,Secondary,,Point
Elgon Utc,,college,,,Mount Elgon Labour-Based College,,562642516,Other,www.ubos.org,Point
,,college,,,Uganda Technical College Elgon,,562642567,Other,,Point
,,school,,,Namapo Secondary School,,562728986,Secondary,,Point
,,school,,,Buhugu Secondary School,,562728999,Secondary,,Point
,,college,public,,Countryside Vocational Institute,,563091310,Vocational,,Point
Shiyatsa,,school,,,Mulatsi Secondary School,,563093797,Secondary,www.ubos.org,Point
,,school,,,Matese Secondary School,,563094195,Secondary,,Point
,,school,,,Buwagogo Secondary School,,563102969,Secondary,,Point
,,kindergarten,,,Aga Khan Nursery School Kololo,,582857061,Kindergarten,,Point
Lulikoyo,,school,,,Kimbilio Boarding Primary School,private,592174751,Primary,www.ubos.org,Point
,,school,,,Namugongo Secondary Vocational School,,592250110,Secondary,,Point
,,school,,,,,598134684,Other,,Point
,,school,,,Peral African Nusery & Primary School,,598134723,Primary,,Point
,,school,,,Adventist,,601430582,Other,,Point
,,school,,,Butabika School of Psychiatric Nursing,,601431681,Other,,Point
,,school,,,,,601431687,Other,,Point
,,school,,,294,,601440647,Other,,Point
,,school,,,Mutungo Adult Education Center,,601440666,Other,,Point
,,school,,,Mutungo Parents School,,601447521,Other,,Point
,,school,,,Elyon Kindergarten & Primary School,,601447528,Primary,,Point
,,school,,,310,,601447564,Other,,Point
,,school,,,Matamba Acadamey,,601455869,Other,,Point
,,school,,,Mubya C/U Primary School,,605253862,Primary,,Point
,,school,,,,,606391737,Other,,Point
,,kindergarten,,,Bubbles Day Care,,606671432,Kindergarten,,Point
,,school,,,Clovers School,,606671883,Other,,Point
,,school,,,,,606671981,Other,,Point
,,school,,,Nakawa Vocational Training Institute,,606674426,Vocational,,Point
,,school,,,,,606756122,Other,,Point
,,school,,,Fairway Primary School,,606756670,Primary,,Point
,,school,,,Mubya Nursery School,,606846820,Kindergarten,,Point
Kampala,,school,,,KISSYFUR Kindergarten,,606953341,Kindergarten,,Point
,,school,,,Montessori School,,606953343,Other,,Point
,,school,,,Muyenga Nursery School,,607973041,Kindergarten,,Point
,,school,,,Cornerstone Parents School,,607973044,Other,,Point
,,school,,,Kansanga Senior Secondary School,,607973215,Secondary,,Point
,,school,,,Biotech Nursery and Primary School,,609005143,Primary,,Point
,,school,,,Ambrosoli International School,,609005332,Other,,Point
Kampala,,school,,,Kololo Senior Secondary School,,610233403,Secondary,,Point
,,kindergarten,,,,,610302528,Other,,Point
,,kindergarten,,,Lady Bug Daycare,,610337893,Kindergarten,,Point
,,school,,,Kisuule Primary School,,610916417,Primary,,Point
,,school,,,Luzria Hill Parent School,,610938944,Other,,Point
,,kindergarten,,,,,610939075,Other,,Point
,,school,,,Lakeside College - Luzira,,610939115,Other,,Point
,,school,,,Progressive Junior School,,610939290,Secondary,,Point
,,school,,,Happy Hour Infant School,,610939327,Kindergarten,,Point
,,kindergarten,,,Dade Nursery School,,610939419,Kindergarten,,Point
,,school,,,Progressive S.S. Kitintale,,610939425,Other,,Point
,,school,,,Ntinda Nursery School,,611746919,Kindergarten,,Point
,,kindergarten,,,Eagle Wing Daycare,,613003391,Kindergarten,,Point
,,school,,,Senteza Primary,,613003397,Primary,,Point
,,school,,,Parriet Prep School,,613003494,Other,,Point
,,school,,,Law & Joy Primary School - Kitintale,,613003520,Primary,,Point
,,school,,,St. Johns Junior School,,613003527,Secondary,,Point
,,kindergarten,,,Cuddles Daycare,,613003538,Kindergarten,,Point
,,school,,,Greenhill Academy,,613003713,Other,,Point
,,school,,,Freshmind Junior School,,615341353,Secondary,,Point
,,school,,,Montessori Integrated School,,616201874,Other,,Point
,,school,,,Lady Sarah Modified Primary School,,616288168,Primary,,Point
,,school,,,Prime Educare Centre Ntinda,,616319621,Other,,Point
,,school,,,Mother Goose Nursery & Pre-School,,616319641,Kindergarten,,Point
,,school,,,Mother Goose Daycare,,616319654,Kindergarten,,Point
,,kindergarten,,,Comfort Nursery School,,616348967,Kindergarten,,Point
,,school,,,St. Paul's Kindergarten Ntinda,,619331115,Kindergarten,,Point
,,school,,,Nakinyuguzi High School,,639104971,Secondary,,Point
,,school,,,Kampala Pupils Primary School,,639104975,Primary,,Point
,,school,,,St. Catherine's College,,639104978,Other,,Point
,,school,,,Teletubbies Nursery & Primary,,639120098,Primary,,Point
,,school,,,Konge Parent Day & Boarding Primary School,,639120100,Primary,,Point
Entebbe,,school,,,DOT ECB Centre & Junior School,,659663389,Secondary,,Point
,,school,,,Sparkling Star Early Learning Center,,662373335,Other,,Point
Entebbe,,school,,,Lake Victoria School,,662872587,Other,,Point
,,school,,,KITS school of Modern Techniques,,665764710,Other,,Point
,,school,,,Jenfrey Nursery and Daycare Centre,,665764719,Kindergarten,,Point
,,school,,,Stagnes Primary School,,667888910,Primary,,Point
Entebbe,,school,,,Sacred Heart Bugonga Primary School,,667888921,Primary,,Point
Entebbe,,school,,,Ma Peera Nursery & Primary School,,667888926,Primary,,Point
Entebbe,,school,,,Mary Reparatrix Boarding School,,668725700,Other,,Point
Entebbe,,school,,,Chadwick Namate Primary School,,674103227,Primary,,Point
,,school,,,Engineering Management Institute,,675603348,Other,,Point
,,school,,,Daycare Cntr,,729785016,Kindergarten,,Point
,,school,,,Walanga F.Y.M. Primary School,,803881855,Primary,,Point
,,school,,,Chepkube A.C.K. Primary School,,803881863,Primary,,Point
,,school,,,Kamosong S.A. Primary School,,803881872,Primary,,Point
,,school,,,The S.A. Chepkube Primary School,,803881877,Primary,,Point
,,school,,,Kapsesoi S.A. Primary School,,803881888,Primary,,Point
,,school,,,Kimaswa S.A. Primary School,,803881889,Primary,,Point
,,school,,,Kaprot D.E.B. Primary School,,803881906,Primary,,Point
,,school,,,Nalondo S.A. Primary School,,803881910,Primary,,Point
,,school,,,Cheptais S.D.A. Primary School,,803881966,Primary,,Point
,,school,,,Peresten A.C.K. Primary School,,803881967,Primary,,Point
,,school,,,The Salvation Army Cheptais Corps Primary School,,803881968,Primary,,Point
,,school,,,Marigo S.D.A. Primary School,,803881988,Primary,,Point
,,school,,,Kipsis S.A. Primary School,,803881989,Primary,,Point
,,school,,,Cheptiya S.D.A. Primary School,,803881999,Primary,,Point
,,school,,,Chesiro S.A. Primary School,,803882000,Primary,,Point
,,school,,,Chemuses R.C. Primary School,,803882001,Primary,,Point
,,school,,,Chebwek S.A. Primary School,,803882002,Primary,,Point
,,school,,,Kuborom Trading Center,,803882003,Other,,Point
,,school,,,Kansanga Hill Primary School,,825843794,Primary,,Point
Kolonyi Salem A,,school,,,Kolonyi Primary School,,938641744,Primary,www.ubos.org,Point
,,school,,,Kisubi High School,,1014756640,Secondary,,Point
,,school,,,Creamland High School,,1014795815,Secondary,,Point
,,school,,,Highland Infant School,,1014800511,Kindergarten,,Point
,,school,,,,,1014800516,Other,,Point
,,school,,,Dawn Prime Academy,,1014800517,Other,,Point
,,school,,,Girls School,,1014800604,Other,,Point
,,school,,,Kira High school,,1014800845,Other,,Point
Jinja,,kindergarten,,,Amani Baby Cottage,,1014802535,Other,,Point
,,school,,,Aryan School,,1014802547,Other,,Point
Kabwangasi,,college,,,Kabwangasi Primary Teachers College,,1085357008,Primary,,Point
Nakaloke Central B,,school,,,Masaba Primary School,,1085429688,Primary,www.ubos.org,Point
,,college,,,Salem School of Nursing,,1085436226,Other,,Point
Mbale,,school,,,Manafwa High School,,1085557863,Secondary,www.ubos.org,Point
North Road Cell,,school,,,Mount Masaba High School,,1097812151,Secondary,www.ubos.org,Point
Uhuru Cell,,school,,,Nkokojeru Primary School,,1097812189,Primary,www.ubos.org,Point
,,school,,,Ntinda View College,,1152390750,Other,,Point
,,school,,,St. Joseph Vocational School,,1152390757,Vocational,,Point
,,school,,,East High School,,1152390772,Secondary,,Point
Kyabirwa,,school,,,Children's Centre Kyabirwa Primary School,private,1184053777,Primary,www.ubos.org,Point
,,kindergarten,,,Epitome Kindergarten,,1187635946,Kindergarten,,Point
,,kindergarten,,,Kids Care International Daycare,,1192323869,Kindergarten,,Point
Baggala,,school,,,Bright College Seeta,private,1192323875,Other,www.ubos.org,Point
,,school,,,All Saints Junior School,,1192323895,Secondary,,Point
Kitega,,school,,,Lugazi Homeland College,,1192323898,Other,www.ubos.org,Point
,,school,,,Kawolo Primary School,,1192323899,Primary,,Point
,,school,,,Maria Thereza College,,1192323901,Other,,Point
,,school,,,Gety,,1207687433,Other,GPS,Point
,,school,,,Zigoti Senior Secondary School,,1224487004,Secondary,,Point
,,school,,,St. Mary's Preparatory School Zigoti,,1224487036,Other,,Point
Kakindu- Malwa,,school,,,Kakindu Nezikokolima Primary School,,1224487320,Primary,www.ubos.org,Point
,,school,,,A Chance For Children Primary School Bongole,,1224487448,Primary,,Point
Nabumali Holy T,,school,,,Nabumali Senior Secondary School,,1240668129,Secondary,www.ubos.org,Point
,,kindergarten,,,,,1277086513,Other,,Point
Naminya Centre,,school,,,Naminya High School,private,1319855446,Secondary,www.ubos.org,Point
,,school,,,S.O.U.L. Shack,,1322250668,Other,,Point
Budondo,,school,,,Kyabirwa Primary School,public,1322251135,Primary,www.ubos.org,Point
,,school,,,Kampala Quality Primary School,,1344319778,Primary,,Point
Mirimbo,,school,,,Kiharara Primary School,,1393751248,Primary,GPS 2010+2016;www.ubos.org,Point
Shende,,school,,,Zesui Primary School,,1404684486,Primary,www.ubos.org,Point
Khabutoola,,college,public,,Bugobero Hillside College,,1420813324,Other,,Point
Butsebweka,,school,,,Bubutu Secondary School,,1420813325,Secondary,www.ubos.org,Point
Butiru,,school,,,Butiru Comprehensive Secondary School,,1420813334,Secondary,www.ubos.org,Point
,,school,,,Nursery School,,1426281194,Kindergarten,,Point
,,college,,,District Agricultural Training Institute College,,1426281196,Other,,Point
,,college,,,Uganda Cooperative College,,1426281198,Other,,Point
Amagoro B North,,school,,,Eastside Vocational Secondary School,,1428957152,Secondary,www.ubos.org,Point
Western Division,,school,,,Sacred Heart Primary School,,1428957155,Primary,,Point
,,school,,,Hope Integrated Academy,,1473711357,Other,,Point
,,kindergarten,,,Nursery School,,1473711363,Kindergarten,,Point
Bugonzi-a,,school,,,Bagonza Primary School,,1473711366,Primary,www.ubos.org,Point
,,school,,,Balimanyankya Government School (primary school and church),,1473711368,Other,,Point
,,school,,,Government Primary School and Church,,1473711377,Primary,,Point
,,school,,,Bright Stars Primary private school,,1473711387,Primary,,Point
,,school,,,Life and Day Care Nursery School,,1492315840,Kindergarten,,Point
,,school,,,Excel Secondary School,,1492354722,Secondary,,Point
Bukhumeka I,,school,,,Nasyeri Primary School,,1504068114,Primary,www.ubos.org,Point
Bukhumeka II,,school,,,Bumbobi Primary School,,1504068116,Primary,www.ubos.org,Point
Malandu,,school,,,Bukalasi Secondary School,,1504093874,Secondary,www.ubos.org,Point
Malandu,,school,,,Bukalasi Primary School,,1504093881,Primary,www.ubos.org,Point
Mufura,,school,,,Burukuru Primary School,,1504093883,Primary,www.ubos.org,Point
Buwali,,school,,,Buwali Primary School,,1504093888,Primary,,Point
Nyondo PTC,,college,public,,Saint John Bosco Primary Teachers College Nyondo,,1504093891,Primary,www.ubos.org,Point
Nyondo PTC,,school,,,Nyondo Primary School,,1504093892,Primary,www.ubos.org,Point
Nyondo PTC,,school,,,Nyondo Secondary School,,1504093893,Secondary,www.ubos.org,Point
,,school,,,Shitumi Secondary School,,1504093903,Secondary,,Point
Butsebweka,,school,,,Bubutu Primary School,,1504278884,Primary,www.ubos.org,Point
Bukiabi,,school,,,Bumbo Senior Secondary School,,1504278900,Secondary,www.ubos.org,Point
Namwenula,,school,,,Buteteya Primary School,public,1504278923,Primary,www.ubos.org,Point
Musese Upper,,school,,,Musese Secondary School,,1504278956,Secondary,www.ubos.org,Point
Bukikete,,school,,,Sibembe Primary School,,1504278963,Primary,www.ubos.org,Point
,,school,,,Pride Academy,,1534946794,Other,,Point
,,school,,,Wabigalo Day And Boarding School,,1534946800,Other,,Point
,,kindergarten,,,,,1541997794,Other,,Point
,,school,,,,,1644775756,Other,,Point
,,school,,,,,1644775760,Other,,Point
,,school,,,,,1647108183,Other,,Point
Pabit West,,school,,,Purongo Primary School,public,1647108189,Primary,www.ubos.org,Point
,,school,,,Amach Secondary School,,1647206541,Secondary,,Point
,,school,,,Wi Odyek Primary School,,1647206574,Primary,,Point
,,school,,,,,1647206598,Other,,Point
,,school,,,,,1647321721,Other,,Point
,,school,,,,,1647438061,Other,,Point
Pioneer Cell,,school,,,Pioneer Primary School,public,1654230739,Primary,www.ubos.org,Point
,,school,,,,,1654251751,Other,,Point
,,school,,,Gulu University Office,,1654299760,Other,,Point
,,school,,,Lira School of Nursing and Midwifery,,1655567134,Other,,Point
,,school,,,,,1655595439,Other,,Point
,,school,,,Soroti Secondary School,,1655681523,Secondary,,Point
,,school,,,,,1655681526,Other,,Point
Opiai A,,school,,,Akisim Primary School,public,1655707043,Primary,www.ubos.org,Point
Bweyale Cell,,school,,,Bweyale Primary School,public,1655766702,Primary,www.ubos.org,Point
Nyamahasa A,,school,,,Nyamahasa Primary School,public,1655766705,Primary,www.ubos.org,Point
Nanda Game,,school,,,Nanda Primary School,public,1655766709,Primary,www.ubos.org,Point
Kitulikire,,school,,,Saint Monica Infant Nursery School,,1655766713,Kindergarten,www.ubos.org,Point
Kitulikire,,school,,,Katulikire Primary School,public,1655766714,Primary,www.ubos.org,Point
,,school,,,Primary School,,1655786264,Primary,www.ubos.org,Point
,,school,,,,,1655786266,Other,,Point
Wakisanyi,,school,,,Wakisanyi Primary School,public,1655787271,Primary,www.ubos.org,Point
Kihura II,,school,,,Kihura II Primary School,,1655787281,Primary,www.ubos.org,Point
Jeeja I,,school,,,Jeeja Primary School,government,1655787288,Primary,www.ubos.org,Point
Kitwanga,,school,,,Kigumba Parents Secondary School,,1655787290,Secondary,www.ubos.org,Point
,,school,,,Nalongo,religious,1655924463,Other,www.ubos.org,Point
,,school,,,Katuugo Seventh-day Adventist Primary School,,1655924469,Primary,,Point
,,school,,,,,1655924512,Other,,Point
Adyegi .c,,school,,,Ilee Primary School,public,1656030045,Primary,www.ubos.org,Point
Agavu,,school,,,Binze Primary School,,1657296218,Primary,www.ubos.org,Point
,,school,,,Arua Secondary School,,1660640510,Secondary,,Point
,,university,,,Islamic University in Uganda Office,,1660640536,Other,,Point
Madi,,school,,,Najja Primary School,,1660640544,Primary,www.ubos.org,Point
,,school,,,Kigezi Primary School,,1679364235,Primary,,Point
Rugarama,,school,,,Kigezi High School,,1679364243,Secondary,www.ubos.org,Point
Rwakaraba A,,school,,,Ainembabazi Primary School,private,1679541714,Primary,www.ubos.org,Point
,,school,,,London College of St. lawrence,,1681146156,Other,,Point
,,school,,,Paris Saint Lawrence College,,1681146229,Other,,Point
Lungala,,school,,,Tarsis Muwanga,,1681148056,Other,www.ubos.org,Point
,,kindergarten,,,Pearl Daycare,,1681148105,Kindergarten,,Point
,,school,,,,,1701050253,Other,,Point
,,school,,,Our Lady of Good Counsel Secondary School Gayaza,,1702566898,Secondary,,Point
Nabiri,,school,,,Nabiri Primary School,public,1714440666,Primary,www.ubos.org,Point
,,school,,,Bushiyi Vocational School,,1714450920,Vocational,,Point
Biwawa,,school,,,Foot Primary School,public,1714450924,Primary,www.ubos.org,Point
Mufufu A,,school,,,Buwesswa Secondary School,public,1714559426,Secondary,www.ubos.org,Point
Bunamakanda West A,,school,,,Butoto Primary School,public,1714559432,Primary,www.ubos.org,Point
Mbale,,school,,,Wanale View Secondary School,,1714595021,Secondary,,Point
Kuku,,school,,,Bukari Primary School,,1716386874,Primary,www.ubos.org,Point
Bwatsala,,school,,,Busoburo Primary School,,1716386878,Primary,www.ubos.org,Point
,,school,,,Masaba H.S.,,1716386889,Other,,Point
Natsusi,,school,,,Naiku Primary School,,1716386891,Primary,www.ubos.org,Point
Nanyere,,school,,,Bududa Primary School,public,1716416763,Primary,www.ubos.org,Point
,,school,,,Bunghoko H.S.,,1716416764,Other,,Point
Mayonga,,school,,,Nabumali Girls High School,,1716416768,Secondary,www.ubos.org,Point
,,college,,,Nabumali High School,,1716416773,Secondary,,Point
Bududa Town Council,,school,,,Wilbra Primary School,,1716416782,Primary,www.ubos.org,Point
,,school,,,Bukigai Primary School,,1716437924,Primary,,Point
,,school,,,Child Hope Nursery School,,1716463792,Kindergarten,www.ubos.org,Point
,,school,,,Mbale Parents Secondary School,,1716463795,Secondary,www.ubos.org,Point
,,school,,,,,1726560817,Other,,Point
Namaitsu,,school,,,Namaitsu Primary School,public,1733863428,Primary,www.ubos.org,Point
,,school,,,Bududa Vocational Academy,,1733863452,Vocational,,Point
Bududa Town Council,,school,,,Manjiya Primary School,,1734194271,Primary,www.ubos.org,Point
Shanzou,,school,,,Shanzou Primary School,public,1735245236,Primary,www.ubos.org,Point
,,school,,,Millies Kindergarten & Day Care,,1735561376,Kindergarten,,Point
,,school,,,Mengo Primary School,,1741982575,Primary,,Point
,,school,,,,,1741986152,Other,,Point
Mbale,,school,,,Erisa Primary School,,1747417165,Primary,www.ubos.org,Point
Bushika,,school,,,Bushika Primary School,,1747446437,Primary,,Point
Bushika,,school,,,Bushika Seventh-day Adventist Primary School,,1747446438,Primary,www.ubos.org,Point
,,school,,,Arlington Academy of Hope,,1773900473,Other,,Point
Bumakhase,,school,,,Bumakhase Primary School,,1773900487,Primary,www.ubos.org,Point
,,school,,,Butterfly Int School,,1788505825,Other,,Point
,,school,,,,,1789904008,Other,,Point
,,college,,,Mbale College of Commerce,,1791415183,Other,,Point
Laguri,,school,,,Padibe West Youth Education Park Centre,,1793499329,Other,www.ubos.org,Point
Mission,,school,,,Blessed Daniel Comboni Vocational School,,1793499337,Vocational,www.ubos.org,Point
,,school,,,,,1793525055,Other,,Point
,,school,,,Childcare,,1793525073,Other,,Point
,,school,,,GYDA,,1793636882,Other,,Point
Vanguard,,school,,,GYDA Demonstration Centre,,1793636889,Other,www.ubos.org,Point
,,kindergarten,,,Child Study Center,,1795636579,Other,,Point
Mafura,,school,,,Bumwalukani Primary School,public,1805173631,Primary,www.ubos.org,Point
Morua Tap,,school,,,Kamion Primary School,,1811813985,Primary,www.ubos.org,Point
Kamukoi South,,school,,,Karenga Boys Primary School,public,1811813994,Primary,www.ubos.org,Point
Morukori Centre,,school,,,Morukori Primary School,public,1811814002,Primary,www.ubos.org,Point
Makobyo,,school,,,Kawanyara Primary School,,1811928607,Primary,www.ubos.org,Point
Kasojo,,school,,,Kiko Primary School,public,1811928789,Primary,www.ubos.org,Point
Kasiisi,,kindergarten,,,Kasiisi Nursery School,,1811928938,Kindergarten,www.ubos.org,Point
Kigarama,,school,,,Kigarama Primary School,,1811929290,Primary,www.ubos.org,Point
Pire Centre,,school,,,Pire Primary School,public,1812211064,Primary,www.ubos.org,Point
,,school,,,,,1816765727,Other,,Point
Naoyaro,,school,,,Kalokudo Primary School,,1818617216,Primary,www.ubos.org,Point
,,school,,,Cornerstone Primary School,,1823090329,Primary,,Point
,,school,,,Kiswa Primary School,,1824158857,Primary,,Point
,,school,school,,Manuel Junior Scool,,1869117084,Other,NextView,Point
,,school,,,central college kawempe,,1875798558,Other,,Point
,,school,,,Volcano Accademy,,1875894263,Other,,Point
,,kindergarten,,,School Road Nursery school,,1876663158,Kindergarten,,Point
,,school,,,Bright Stars Ddegeya Secondary School,,1878042926,Secondary,,Point
Kyanukuzi,,school,,,Good Samaritan Secondary School,,1878042927,Secondary,www.ubos.org,Point
Kaikolongo A,,school,,,Kaikolongo Seed Secondary School,public,1878042928,Secondary,www.ubos.org,Point
Mayira,,school,,,Muyira Senior Secondary School,,1878042929,Secondary,www.ubos.org,Point
Central Cell,,school,,,Perry Hill Secondary School,,1878042933,Secondary,www.ubos.org,Point
Kaboya Lubowa,,school,,,Saint Henry's High School Kaboyo,,1878042935,Secondary,www.ubos.org,Point
Kalugulu,,school,,,Saint James Secondary and Vocational School,,1878042936,Secondary,www.ubos.org,Point
,,school,,,Saint Raphael Secondary School,,1878042938,Secondary,,Point
,,school,,,Sure House Secondary School,,1878042939,Secondary,,Point
Butebi A,,school,,,Butebi Islamic Primary School,,1897934646,Primary,www.ubos.org,Point
,,school,,,A Chance For Children Primary School Butimba,,1898443012,Primary,,Point
,,,school,,St. Agnes,,1907336389,Other,,Point
,,kindergarten,,,Nateete,,1941464650,Other,,Point
,,kindergarten,,,Butimba,,1941465675,Other,,Point
,,school,,,Ocoko Primary School,,1972281397,Primary,www.ubos.org/HOT- Uganda,Point
Embeva,,school,,,Eruba Primary School,public,1972281406,Primary,www.ubos.org,Point
Banda,,school,,,Banda Parents Primary School,,2071920846,Primary,www.ubos.org,Point
,,school,,,Bufuma,,2071921102,Other,,Point
Kyetuuzo,,school,,,Kabayenga Primary School,,2071927758,Primary,www.ubos.org,Point
Kiwooya- Bweza,,school,,,Lukabazi Muslim Primary School,,2071931699,Primary,www.ubos.org,Point
,,school,,,Mayobyo,,2071931700,Other,,Point
Ngugulo,,school,,,Ngugulo Primary School,,2071931701,Primary,www.ubos.org,Point
Gulwe A,,school,,,Kasota Primary School,,2071937274,Primary,www.ubos.org,Point
,,school,,,Kikonge,,2071937277,Other,,Point
Kitwe,,school,,,Saint Francis Primary School,,2071988334,Primary,www.ubos.org,Point
,,school,,,Lubogo,,2071988868,Other,,Point
Kimuli- Mwalo,,school,,,Saint Noah's Primary School,,2071989667,Primary,www.ubos.org,Point
Buluma,,school,,,Buluma Primary School,,2071989969,Primary,www.ubos.org,Point
,,school,,,Bekina,,2071990640,Other,,Point
,,school,,,Muera,,2071991245,Other,,Point
,,school,,,Kakindu,,2071995687,Other,,Point
Lugo,,school,,,Lugo Primary School,,2071995688,Primary,www.ubos.org,Point
Kakindu- Malwa,,school,,,Malwa Umea Primary School,,2071995689,Primary,www.ubos.org,Point
,,kindergarten,,,Lyna daycare and nusery,,2085395936,Other,,Point
,,school,,,Lubiri Secondary School,,2085395937,Secondary,,Point
,,school,,,Saint Mary's College Kisubi SMACK,,2104306939,Other,,Point
,,school,,,Budo Junior School,,2104335690,Secondary,,Point
Buneembe B,,school,,,Buneembe Primary School,public,2123880692,Primary,www.ubos.org,Point
,,school,,,Nyakatooma II Primary School,,2135672206,Primary,,Point
,,school,,,Golden Secondary School,,2137072406,Secondary,,Point
Kanyum B,,school,,,Kumi Boys Primary School,,2142776735,Primary,www.ubos.org,Point
Tank,,school,,,Kumi Township Primary School,public,2142776759,Primary,www.ubos.org,Point
Osioda,,school,,,Wiggins Secondary School,public,2142776786,Secondary,www.ubos.org,Point
Tank,,school,,,Wiggins Primary School,public,2142776792,Primary,www.ubos.org,Point
Olungia,,school,,,Olungia Primary School,,2142776807,Primary,www.ubos.org,Point
Okouba,,school,,,Kumi Primary School,public,2142787551,Primary,www.ubos.org,Point
Kees,,university,,,Kumi University,,2143275191,Other,www.ubos.org,Point
Nyero,,school,,,Nyero Rock High School,,2143275225,Secondary,www.ubos.org,Point
,,school,,,Lungujja Progressive Primary School,,2153164967,Primary,,Point
,,kindergarten,,,Springdales,,2235015215,Other,,Point
,,school,,,Muteesa I Royal University,,2240899860,Other,,Point
,,school,,,Homisdallen Primary School,,2241043741,Primary,,Point
,,school,,,Dr.Gibbons Hall,private,2273994114,Other,,Point
,,school,,,God Cares Nursery and Primary School,,2317153817,Primary,,Point
,,school,,,New Castle High School,,2317188401,Secondary,,Point
,,school,,,Kabojja International School,,2319235665,Other,,Point
,,school,,,Vienna College,,2319237666,Other,,Point
,,school,,,Gems Cambridge International School,,2319299811,Other,,Point
Nakasero,,school,,,Wobulenzi Parents Primary School,private,2321166642,Primary,www.ubos.org,Point
,,school,,,British school of kampala,,2321794863,Other,,Point
,,school,,,nkoma secondary school,,2341631217,Other,,Point
,,school,,,makerere bussines school,,2341631253,Other,,Point
,,school,,,Namirembe Parents,,2349098162,Other,,Point
,,kindergarten,,,Bunga Preparatory School,,2354898210,Other,,Point
,,college,,,St. John the Baptist Ggaba PTC,,2354898236,Other,,Point
,,school,,,Saint Joseph's Vocational Training Centre,,2365511124,Vocational,,Point
Kampala,,college,,,Kampala Polytechnic Mengo,,2373730840,Other,,Point
,,school,,,Central College,,2375816090,Other,,Point
Co-operative College,,school,,,Uganda Petroleum institute- Kigumba,,2384150534,Other,www.ubos.org,Point
,,college,,,Kampabits Digital Design School,,2452556585,Other,,Point
Kigayaza,,school,,,Kimuli Primary School,,2512532739,Primary,www.ubos.org,Point
,,school,,,Saint Donosio,,2512681016,Other,,Point
Katimba B,,school,,,Saint Mathew Katimba Primary School,public,2512767128,Primary,www.ubos.org,Point
,,school,,,Bilimuye Primary School,,2512793511,Primary,,Point
,,school,,,,,2520715252,Other,,Point
,,school,,,Muyenga Academy,,2530845336,Other,,Point
,,school,,,King David high school,,2534665827,Other,,Point
,,school,,,Bandwe Primary School,,2539692883,Primary,,Point
,,school,,,Kabojja Preparatory Primary School,,2539712195,Primary,,Point
,,school,,,Islamic University in Uganda,,2539712196,Other,,Point
Bugombe,,school,,,Saint Lawrence Senior Secondary School,,2539806719,Secondary,www.ubos.org,Point
,,school,,,Aga Khan Makerere Nursery School,,2550172022,Kindergarten,,Point
,,school,,,St Jude Primary School,,2554308513,Primary,,Point
,,school,,,Nagulu Katali Primary School,,2554308514,Primary,,Point
,,school,,,Acorns,,2554322712,Other,,Point
,,kindergarten,,,Gesam day care and kindergarten,,2655813698,Other,,Point
,,school,,,King's College Budo,,2690918853,Other,,Point
,,school,,,Nabugabo Community Learning Centre,,2690964114,Other,visit,Point
Kampala,,school,,,St. Denis Ssebugwawo SS Ggaba,,2694433903,Other,,Point
,,school,,,Namirember Infants Primary School,,2698181151,Primary,,Point
,,school,,,Kashaka Primary School,,2748310818,Primary,www.ubos.org;HOT_Uganda,Point
,,kindergarten,,,Modish Angels Day Care and Nursery School,,2779078737,Kindergarten,,Point
,,school,,,,,2829220786,Other,,Point
,,school,,,Mothercare Preparatory School,,2831979828,Other,,Point
Kisanga A,,college,,,Celar Development College,,2831979829,Other,www.ubos.org,Point
,,,school,,Kasese Moslem Primary School,,2831979832,Primary,,Point
,,,school,,Nyamwamba West Primary School,,2831979836,Primary,,Point
Kizungu,,college,,,Rwenzori College of Commerce,,2831979841,Other,www.ubos.org,Point
Mumbuzi,,college,,,Liberty College Secondary School,,2831979844,Secondary,www.ubos.org,Point
Saluti A,,university,,,Bugema University Kasese Centre,,2831979848,Other,www.ubos.org,Point
Buyaya-kitojjo,,school,,,Buyaya Primary School,,2843581125,Primary,www.ubos.org,Point
,,school,,,Seguku primary school,,2860360621,Other,,Point
